age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
33,Private,386.9444404562495,College,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
22,Private,226.41113046844671,College,9,Never-married,Machine-op-inspct,Other,White,Male,0.0,0.0,40,United-States,0
29,Private,436.2911871674696,School,8,Never-married,Other-service,Other,Black,Female,0.0,0.0,35,United-States,0
53,Federal-gov,453.08718807752666,College,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,2.7024461054414273,0.0,35,United-States,1
36,Private,393.49078769394333,College,9,No spouse,Adm-clerical,Other,Asian-Pac-Islander,Female,0.0,0.0,40,Philippines,0
45,Private,298.3756022197525,College,9,No spouse,Craft-repair,Other,Asian-Pac-Islander,Male,2.7982765804562932,0.0,40,United-States,1
36,Private,441.1689018958612,College,10,No spouse,Sales,Other,White,Female,0.0,0.0,40,United-States,0
18,Private,460.65931011974567,College,9,Never-married,Farming-fishing,Other,White,Male,0.0,0.0,11,United-States,0
27,Private,452.5350815130248,College,9,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
30,Private,398.35662414474797,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,0
34,Private,312.6067817562504,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,439.34724307772774,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,507.1981861166303,School,4,Never-married,Farming-fishing,Other,White,Male,0.0,0.0,75,United-States,0
48,Private,596.6389192803299,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,0
41,Private,447.8548872123648,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2.323929576704881,60,United-States,1
21,Private,613.9454373150761,School,3,Never-married,Priv-house-serv,Other,White,Female,0.0,0.0,40,Mexico,0
47,Gov,351.0256400891536,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38,United-States,1
41,Private,287.71166121657285,School,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,Mexico,0
61,Private,340.414453277178,School,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20,United-States,0
64,Private,320.96884584021547,School,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
35,Private,545.680309338719,College,10,No spouse,Adm-clerical,Other,Black,Male,0.0,0.0,40,United-States,0
44,Private,509.390812637998,College,9,No spouse,Transport-moving,Other,White,Male,0.0,0.0,50,United-States,0
20,Private,409.61811483380467,College,10,Never-married,Sales,Other,White,Female,0.0,0.0,20,United-States,0
23,Gov,200.0524931111832,College,10,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,70,United-States,0
52,Private,495.2524608722303,School,6,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,35,United-States,0
43,Private,193.3959668659096,Masters,14,Never-married,Exec-managerial,Other,White,Female,0.0,0.0,25,United-States,0
32,Private,321.8819659440398,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,United-States,0
63,Private,370.3943844066754,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,South,0
29,Private,370.96900140038656,College,10,Never-married,Other-service,Other,White,Female,0.0,0.0,41,United-States,1
42,Self-emp-inc,310.6589770149899,College,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,60,Taiwan,0
65,Private,442.91534179795576,School,6,No spouse,Handlers-cleaners,Other,White,Female,0.0,0.0,28,United-States,0
24,Private,415.4660034226627,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
42,Private,375.7472554789988,College,10,Never-married,Other-service,Other,White,Female,0.0,0.0,40,United-States,0
35,Private,477.6923696271482,College,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40,United-States,0
40,Self-emp-inc,436.22242033164684,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
38,Federal-gov,554.4402582785633,College,10,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
26,Private,390.4305315930095,College,9,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,50,United-States,0
46,Private,427.24817144137666,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2.2810634390212234,50,United-States,0
39,Private,531.1807601937404,College,10,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,20,United-States,0
29,Private,203.1772625073977,Bachelors,13,No spouse,Prof-specialty,Other,White,Male,0.0,0.0,50,United-States,0
42,Private,402.4959627126712,Doctorate,16,Never-married,Prof-specialty,Other,White,Male,0.0,0.0,36,United-States,1
36,Private,436.7596593093277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,1
26,Private,456.20390178077173,College,10,No spouse,Handlers-cleaners,Other,White,Male,0.0,0.0,45,United-States,0
57,Private,416.93164907452154,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,2.3139646691309244,40,United-States,1
55,Private,359.4064551451462,College,9,Never-married,Handlers-cleaners,Other,Black,Male,0.0,0.0,40,United-States,0
35,Private,536.2350231008788,College,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55,United-States,1
41,Private,464.88278092439606,College,9,No spouse,Adm-clerical,Other,Black,Female,0.0,0.0,40,United-States,0
24,Private,383.0221925685247,College,10,Never-married,Other-service,Other,White,Female,0.0,0.0,30,United-States,0
47,Private,534.0411969127475,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
34,Self-emp-inc,560.6915373001451,College,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,1
44,Private,451.60048715651317,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,35,United-States,1
18,Private,524.1621886401193,College,9,Never-married,Prof-specialty,Other,White,Female,0.0,0.0,20,United-States,0
27,Private,719.027120489902,Bachelors,13,Never-married,Adm-clerical,Other,White,Male,0.0,0.0,35,United-States,0
36,Private,257.2411320143029,Bachelors,13,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,50,United-States,0
21,Private,427.57806304814096,Bachelors,13,Never-married,Sales,Other,White,Male,0.0,0.0,30,United-States,0
29,Private,399.3482189768724,College,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0.0,0.0,55,United-States,0
25,Private,368.19560019098543,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
73,Private,577.6469510003493,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50,United-States,0
45,Private,449.1091181439094,Assoc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
28,Private,309.87094087700444,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50,United-States,1
43,Private,419.6879793370308,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,0
47,Private,217.93577035447854,College,9,No spouse,Craft-repair,Other,White,Male,0.0,0.0,42,United-States,0
20,Private,432.6176140658168,College,10,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,15,United-States,0
22,Private,499.7269254302794,College,10,Never-married,Transport-moving,Other,White,Male,0.0,0.0,20,United-States,0
76,Private,487.4669219547107,School,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,10,United-States,0
24,Private,418.63349125458177,College,10,Never-married,Transport-moving,Other,Black,Male,0.0,0.0,40,United-States,0
54,Private,207.18108021728239,College,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,0
30,Private,453.8171437925192,College,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
33,Private,334.6415993268022,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,58,United-States,0
30,Private,409.2383168766092,College,10,No spouse,Machine-op-inspct,Other,White,Male,0.0,0.0,50,United-States,0
40,Private,470.2892726822503,Assoc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
27,Private,434.40879364948404,College,10,No spouse,Prof-specialty,Other,White,Male,0.0,0.0,30,United-States,0
49,Private,446.59601431271193,Assoc,11,No spouse,Sales,Other,White,Female,0.0,0.0,40,United-States,0
30,Private,559.4979892725263,College,9,Never-married,Craft-repair,Other,White,Male,0.0,0.0,40,United-States,0
22,Private,385.26743957931353,College,9,Never-married,Adm-clerical,Other,Other,Female,0.0,0.0,40,United-States,0
19,Private,335.3088128874635,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,58,United-States,0
46,Private,240.65327755923042,College,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,0
51,Private,381.00656162328755,College,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50,United-States,0
56,Private,497.110651666206,School,4,No spouse,Machine-op-inspct,Other,Other,Female,0.0,0.0,40,Dominican-Republic,0
53,Private,443.0327301678737,College,10,No spouse,Sales,Other,White,Female,0.0,0.0,40,United-States,0
60,Private,605.4180373923459,Assoc,11,No spouse,Prof-specialty,Other,White,Female,0.0,0.0,40,United-States,0
27,Private,465.2751873891407,Bachelors,13,Never-married,Prof-specialty,Other,White,Female,0.0,0.0,40,United-States,0
46,Private,433.62080208403285,College,10,Never-married,Exec-managerial,Other,White,Female,0.0,0.0,45,United-States,0
37,Private,258.23632587225217,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,1
41,Private,273.4501782775063,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0.0,0.0,30,Vietnam,0
65,Private,570.5584983154663,Assoc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,1
30,Private,500.4987512471934,College,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,55,United-States,1
57,Private,439.1685325703562,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72,United-States,0
44,Self-emp-inc,348.35613960428486,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,0
32,Private,266.4301034042512,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2.5176471042739137,0.0,40,United-States,0
27,Private,350.87889648709285,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,0
57,Gov,582.3770256457581,College,10,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,40,Mexico,0
59,Private,353.2293872259215,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30,United-States,0
32,Private,409.3055093692241,Doctorate,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,2.911302183491884,0.0,50,United-States,1
90,Private,277.58422145359776,College,9,No spouse,Prof-specialty,Other,White,Female,0.0,2.537132197634239,40,United-States,0
22,Private,446.39220423300407,Bachelors,13,Never-married,Exec-managerial,Other,White,Female,0.0,0.0,30,United-States,0
39,Private,436.72416924186825,College,9,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
43,Private,314.97936440344785,Assoc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,2.4432941369815784,0.0,48,United-States,1
38,Gov,649.1887244861852,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,50,United-States,1
61,Private,464.69775123191636,School,5,No spouse,Sales,Other,White,Male,0.0,0.0,25,United-States,0
24,Private,268.9051877521146,College,10,Never-married,Sales,Other,White,Male,0.0,0.0,43,United-States,0
25,Private,239.81659658997748,College,10,Never-married,Sales,Other,White,Male,0.0,0.0,45,United-States,0
44,Private,299.02006621629926,Assoc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
55,Gov,167.7825974289348,College,9,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,1
90,Private,216.3007165961315,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2.7630371726950878,0.0,15,United-States,1
30,Private,476.3853482213743,College,9,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,35,United-States,0
44,Private,427.08547153936297,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,552.5866447897561,School,6,No spouse,Craft-repair,Other,Black,Male,0.0,0.0,40,United-States,0
63,Self-emp-inc,435.0321827175548,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
60,Private,544.5043617823461,School,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,0
34,Private,452.0785330006281,Doctorate,15,Never-married,Prof-specialty,Other,White,Female,0.0,0.0,60,United-States,1
49,Private,499.5848276319048,School,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65,United-States,0
47,Private,385.99870466103897,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65,United-States,1
42,Self-emp-inc,409.9646326209128,College,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,43,United-States,1
53,Private,441.5823818949302,School,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,Italy,0
23,Private,459.4006965602033,College,10,Never-married,Tech-support,Other,White,Female,2.5201836899654966,0.0,40,United-States,0
28,Private,443.42981406306006,Assoc,11,No spouse,Prof-specialty,Other,White,Female,0.0,0.0,40,Mexico,0
20,Private,224.49276157595816,College,10,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,35,United-States,0
43,Private,421.78786137109256,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2.506721359811106,0.0,40,United-States,0
32,Private,452.077426996748,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2.323929576704881,60,United-States,1
43,Private,244.95101551126504,Bachelors,13,No spouse,Sales,Other,White,Male,0.0,0.0,44,United-States,1
31,Private,472.27746082149633,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60,United-States,0
29,Private,211.94574777522666,College,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,0
24,Private,393.1551856455667,College,10,Never-married,Adm-clerical,Other,Asian-Pac-Islander,Male,0.0,0.0,20,United-States,0
39,Private,259.10615585122633,Assoc,11,No spouse,Adm-clerical,Other,Asian-Pac-Islander,Male,0.0,0.0,40,United-States,0
29,Private,434.36735604785036,College,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,Jamaica,1
20,Private,625.1535811302691,School,3,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,25,Mexico,0
23,Private,382.0523524335376,College,10,Never-married,Prof-specialty,Other,White,Male,0.0,0.0,40,United-States,0
42,Private,174.42476888332115,School,7,No spouse,Other-service,Other,White,Female,0.0,0.0,38,United-States,0
53,Private,740.5140106709663,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
20,Private,434.91148524728567,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,48,United-States,0
58,Private,516.4368305998324,School,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2.3491863571777025,18,United-States,0
51,Private,558.1836615308621,College,9,No spouse,Sales,Other,White,Male,0.0,0.0,40,United-States,0
25,Private,433.1893350487752,College,9,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,48,United-States,0
38,Private,485.15873690989014,Assoc,12,Never-married,Prof-specialty,Other,White,Female,0.0,0.0,36,United-States,0
41,Private,434.29828459251365,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
58,Private,568.0589758114909,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
25,Private,429.76505209241947,School,6,Never-married,Machine-op-inspct,Other,White,Male,0.0,0.0,40,Dominican-Republic,0
50,Private,379.94868074517643,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
32,Private,360.6341636617363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
31,Self-emp-inc,343.4574209418105,Doctorate,16,Never-married,Prof-specialty,Other,White,Male,0.0,0.0,40,United-States,0
22,Private,351.96022502549914,College,10,Never-married,Other-service,Other,White,Female,0.0,0.0,20,United-States,0
37,Private,498.4425744255801,College,9,No spouse,Handlers-cleaners,Other,White,Male,0.0,0.0,40,El-Salvador,0
32,Private,455.161509796248,College,10,Never-married,Sales,Other,White,Female,0.0,0.0,40,United-States,0
46,Gov,346.2715697252664,Doctorate,15,Never-married,Prof-specialty,Other,White,Female,0.0,2.2642021283863363,55,United-States,1
62,Private,367.1076136502756,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,1
40,Gov,518.8140321926538,College,9,Married-civ-spouse,Other-service,Husband,Other,Male,0.0,0.0,40,United-States,0
56,Private,363.35382205228007,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,2.7024461054414273,0.0,45,United-States,1
37,Private,246.41834347304587,College,10,No spouse,Exec-managerial,Other,Asian-Pac-Islander,Female,0.0,0.0,40,Japan,1
41,Private,805.122971973847,School,2,No spouse,Farming-fishing,Other,White,Male,0.0,0.0,40,Mexico,0
56,Private,546.5299625821077,School,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48,United-States,0
20,Private,468.86565239949067,College,10,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,30,United-States,0
34,Private,560.115166729129,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,1
45,Private,375.0253324776874,College,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,1
30,Private,451.09644201656033,College,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,1
51,Private,363.7870256070164,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
27,Private,402.0982467009773,School,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,42,United-States,0
38,Private,559.2593316163799,Assoc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,1
39,Private,508.0374001980563,College,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50,United-States,0
57,Private,155.32868376446123,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,8,United-States,0
47,Private,504.3480940778898,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
77,Private,430.61119353774353,College,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,15,United-States,0
43,Private,390.6776164563309,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
46,Gov,375.5768895978558,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,65,United-States,0
41,Private,482.8353756716672,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
20,Private,637.6840910670423,College,9,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,30,United-States,0
30,Gov,345.57488334657654,School,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,0
30,Private,505.4562295589995,College,9,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,25,United-States,0
22,Private,401.9104377843402,College,10,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,35,United-States,0
25,Private,275.24352853427814,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,44,United-States,1
18,Private,404.14353885717384,College,9,Never-married,Sales,Other,White,Female,0.0,0.0,22,United-States,0
28,Private,322.18317771106547,Bachelors,13,Never-married,Exec-managerial,Other,White,Female,0.0,2.2379209372605566,40,United-States,0
50,Private,186.63333035661128,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,2.911302183491884,0.0,40,United-States,1
28,Private,194.7639597050748,College,9,Never-married,Other-service,Other,Black,Female,0.0,0.0,48,United-States,0
21,Private,406.3336067814229,College,10,Never-married,Priv-house-serv,Other,White,Female,0.0,0.0,40,United-States,0
37,Private,354.98028114248825,Assoc,11,No spouse,Tech-support,Other,White,Male,0.0,0.0,40,United-States,0
28,Federal-gov,238.01470542804702,Bachelors,13,Never-married,Prof-specialty,Other,Black,Female,0.0,0.0,40,United-States,0
23,Private,723.1051099252445,School,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35,Mexico,0
32,Private,437.9235093027092,Assoc,11,Never-married,Exec-managerial,Other,Black,Female,0.0,0.0,35,England,0
27,Private,364.26089551309235,School,8,Never-married,Machine-op-inspct,Other,White,Male,0.0,0.0,50,United-States,0
55,Private,448.4551259602236,College,9,No spouse,Prof-specialty,Other,Black,Female,0.0,0.0,40,United-States,0
44,Private,417.472154760051,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
25,Private,456.7176370581719,Bachelors,13,Never-married,Prof-specialty,Other,White,Male,0.0,0.0,40,United-States,0
29,Private,355.5263703299658,College,9,No spouse,Sales,Other,White,Female,0.0,0.0,32,United-States,0
50,Private,376.925722125726,College,9,No spouse,Exec-managerial,Other,White,Female,0.0,0.0,55,United-States,0
18,Private,628.9411737197685,College,9,Never-married,Handlers-cleaners,Other,White,Male,0.0,0.0,40,United-States,0
74,Private,424.7999529190181,Bachelors,13,No spouse,Other-service,Other,White,Female,0.0,0.0,8,United-States,0
22,Private,485.6469911365662,School,5,Never-married,Sales,Other,White,Male,0.0,0.0,40,United-States,0
27,Private,400.91270870352815,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,0
27,Gov,178.70366532335032,College,10,Never-married,Tech-support,Other,White,Female,0.0,0.0,80,United-States,0
41,Private,187.52599819758325,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,2.911302183491884,0.0,50,United-States,1
24,Private,401.3626788828279,College,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2.686858981072369,0.0,40,United-States,1
23,Private,472.24887506483276,College,9,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
34,Private,423.87852033336156,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,2.7024461054414273,0.0,60,United-States,1
46,Gov,498.89377626905707,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
32,Private,447.57457479173235,Doctorate,15,Never-married,Prof-specialty,Other,White,Male,0.0,0.0,60,United-States,0
41,Private,479.60400331940514,College,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,40,United-States,0
29,Private,367.2737398725915,Assoc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,United-States,1
48,Private,402.61147524629746,School,5,Married-civ-spouse,Machine-op-inspct,Other,Asian-Pac-Islander,Female,0.0,0.0,45,China,0
51,Private,322.21731797034124,College,9,Never-married,Other-service,Other,Black,Male,0.0,0.0,40,Haiti,0
34,Gov,247.85277888294897,School,8,Never-married,Adm-clerical,Other,Black,Female,0.0,0.0,40,United-States,0
58,Private,444.20603327735205,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,1
52,Private,428.5067093990478,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,0
37,Private,518.264411280574,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,2.686858981072369,0.0,50,Puerto-Rico,1
53,Private,513.5455189172621,College,10,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
54,Private,198.72845795205075,Assoc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20,United-States,0
36,Private,430.5345514589973,College,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,0
25,Private,364.22657783308455,Assoc,11,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,60,United-States,0
20,Private,516.1395160225576,College,10,Never-married,Prof-specialty,Other,White,Female,0.0,0.0,48,United-States,0
23,Private,658.5354963857302,Assoc,12,Never-married,Adm-clerical,Other,White,Male,0.0,0.0,40,United-States,0
39,Self-emp-inc,465.266590246925,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
20,Private,466.2660184915903,School,6,Never-married,Machine-op-inspct,Other,White,Male,0.0,0.0,40,United-States,0
28,Private,477.2609349192536,Assoc,11,Never-married,Other-service,Other,Black,Male,0.0,0.0,40,United-States,0
73,Gov,310.26118029814813,College,9,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
67,Private,497.5600466275402,College,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,24,United-States,0
56,Private,373.65224474101586,Bachelors,13,No spouse,Exec-managerial,Other,White,Male,0.0,0.0,45,United-States,1
32,Private,271.26555254952666,Assoc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,0
42,Private,194.59958889987408,College,10,No spouse,Machine-op-inspct,Other,White,Male,0.0,2.268353790842509,40,United-States,0
33,Private,407.2026522506945,College,9,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40,United-States,0
37,Private,330.0196963818978,College,9,Never-married,Other-service,Other,White,Male,0.0,0.0,40,United-States,0
33,Private,187.01604209265042,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,0
31,Private,396.33067002188966,School,6,Never-married,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
59,Private,482.3608607671232,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
21,Private,542.4896312373169,College,9,Never-married,Adm-clerical,Other,White,Male,0.0,0.0,40,United-States,0
58,Self-emp-inc,361.1841635509508,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,1
24,Gov,679.4689102527061,School,6,Never-married,Other-service,Other,White,Male,0.0,0.0,40,United-States,0
26,Gov,502.2788070384814,College,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,0
26,Private,506.69221426818865,School,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,0
33,Gov,310.6122985330748,Masters,14,Never-married,Prof-specialty,Other,White,Female,0.0,0.0,40,Germany,0
25,Private,484.00723135093756,Bachelors,13,Never-married,Sales,Other,White,Male,0.0,0.0,40,United-States,0
21,Private,331.5901084170033,School,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50,United-States,0
24,Private,512.4158467494931,College,9,Never-married,Machine-op-inspct,Other,White,Male,0.0,0.0,40,United-States,0
39,Private,256.3513214321315,Assoc,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,United-States,1
68,Private,449.14585604233287,College,10,No spouse,Adm-clerical,Other,White,Female,0.0,0.0,40,United-States,0
66,Private,418.07654801483426,College,10,Never-married,Sales,Other,White,Female,0.0,0.0,20,United-States,0
38,Private,528.1325591175004,Bachelors,13,Never-married,Farming-fishing,Other,White,Male,0.0,0.0,40,United-States,0
